screen_name,text
TheDemocrats,"Trump cares more about his own bottom line than giving jobs to American workers.
https://t.co/K3VpvuXlNm"
timkaine,"When women are treated equally in the workplace &amp; given affordable access to contraception, families across Virginia are stronger"
TheDemocrats,RT @DWStweets: We tried the GOP economic plan—it failed America's middle class. We must elect a Democrat to build on our progress. https://…
mike_pence,Read my response to the #SCOTUS ruling here: http://t.co/I1MWfVa0Ci
HillaryClinton,About @realDonaldTrump's views on working women and pregnancy. https://t.co/LmUZI1J8KQ
mike_pence,"RT @Indiana_EDC: NEWS: Hoosier Business Climate Attracting Jobs and Talent, Unemployment drops to 5.0% https://t.co/MNzpFpbQR3"
realDonaldTrump,The American people agree. No free pass for #CrookedHillary! https://t.co/lTjLVKkzh1
mike_pence,"RT @WorkOneWorks: Total private employment is 28,100 above March 2000 Peak. This is the 11th month above the prior peak. #INemployment"
HillaryClinton,Love this. Great to see Chobani sharing its success with the employees who helped make it possible. -H https://t.co/KpGWgpX5rW
mike_pence,This report is yet another indicator of Indiana's consistent history of fiscal responsibility. #AStateThatWorks https://t.co/ECredFIPOD
realDonaldTrump,"Join me in Sacramento, California-tomorrow evening @ 7pm! #Trump2016
https://t.co/W7xy7eXcii https://t.co/km0rRYSDnO"
GOP,Hillary Clinton has proven over &amp; over she lacks both. http://t.co/KDovPIweOU RT &amp; Take the survey if you agree. http://t.co/9UDuf5Ziuc
TheDemocrats,"RT if Michelle Obama made you proud to be a Democrat last night. #DemsInPhilly
https://t.co/DeU9q4AeeU"
HillaryClinton,"Lincoln called it ""terrible."" FDR said he hated it.

@realDonaldTrump? ""I love war.""
https://t.co/oHhEojIC1z"
realDonaldTrump,How can the NY Times show an empty room hours before my speech even started when they knew it was going to be packed? So totally dishonest!
GOP,"It is imperative that we rebuild our military &amp; give back to our vets, who gave us their all. https://t.co/Tf0Melrdfh"
GOP,Vallerie's work is all about empowering people. She's continuing that as an RLI Fellow. #LeadRight2016 https://t.co/ODKa1uNwI7
timkaine,Fue un gusto reunirme con Padre Melo para discutir los derechos humanos y la oportunidad económica en Centroamérica http://t.co/azwbRba4JY
HillaryClinton,Qumber's parents came to this country for the American Dream. Trump is a threat to all they've achieved: https://t.co/YYXwtX2b4b
TheDemocrats,#WeAreDemocrats #DemDebate https://t.co/UVAmzDdpKn
HillaryClinton,"""If we’re serious about keeping our country safe, we also can’t afford to have a president who’s in the pocket of the gun lobby."" —Hillary"
GOP,RT @Reince: And that @CNBC is how you run a debate.
GOP,Clinton is ratcheting up the attacks against Sanders as her campaign falls behind in IA and NH. https://t.co/VejS7BAuzc
timkaine,"RT @VASecofEdu: A great time for a good cause with @timkaine, Garth and Max Larsen at Max's @PositiveVibeRVA on Friday: #RVA http://t.co/QS…"
mike_pence,"RT @GovPenceIN: We know we can’t arrest our way out of this problem, and that’s why we are investing heavily in mental health treatment @Pr…"
timkaine,"Applaud #SCOTUS ruling in #KingvBurwell. Nearly 300,000 Virginians rely on the tax credits to access high quality, affordable health care"
realDonaldTrump,Ted Cruz has now apologized to Marco Rubio and Ben Carson for fraud and dirty tricks. No wonder he has lost Evangelical support!
timkaine,Cosponsored National Diabetes Clinical Care Commission Act that will help care for people living with pre-diabetes &amp; diabetes @JDRF #JDRFCC
GOP,Flip ↔️ flop alert: https://t.co/2OuZ0SShQL
realDonaldTrump,"RT @DRUDGE_REPORT: LIMBAUGH: By not showing, he's owning entire event... https://t.co/fdizXOkBFc"
HillaryClinton,"RT @HFA: To: @POTUS
From: All of us https://t.co/swH52dLR6f"
timkaine,"RT @CSIS: For more on Sen @timkaine's @washingtonpost oped, see  ""Reforming the 1973 War Powers Resolution"" speech @CSIS 5/14  http://t.co/…"
mike_pence,John Gregg's silence speaks volumes. Read more at the link. https://t.co/pc3rWOOQy0 https://t.co/G41bfj4axI
realDonaldTrump,"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9"
realDonaldTrump,"""@JaredWyand: Let's be clear.. #NeverTrump is about ""Never someone we don't own"" You either play into it &amp; let them win or vote Trump."
realDonaldTrump,"""@gene70: @realDonaldTrump The Real Person Of The Year! https://t.co/3yFUZALNVn""  Wow!"
mike_pence,RT @GovPenceIN: Tune in LIVE as we announce a significant initiative regarding continued economic development in #Indiana https://t.co/wDFD…
mike_pence,RT @GovPenceIN: #HoosierFastFact: IN remains fiscally strong &amp; is 1 of only 11 states in US to hold AAA credit rating w/all 3 major credit …
realDonaldTrump,"""@Ausbiz:  Many would say that you are the only talented person running for the top job this time! #MakeAmericaGreatAgain #TrumpTrain"""
GOP,"Retweet &amp; show your support for @ussoccer_wnt! 

#USWNT #USAvSWE http://t.co/GCEzuXMF3H"
realDonaldTrump,"Sadly, there is no way that Ted Cruz can continue running in the Republican Primary unless he can erase doubt on eligibility. Dems will sue!"
realDonaldTrump,"15K in OK! Had to turn away 5k, but we are coming back soon to take care of them! So much love in the crowd! Thanks! https://t.co/XsOeREiYuA"
HillaryClinton,Ever notice the politicians who oppose birth control and abortion also oppose policies that make it easier to raise a child—like paid leave?
mike_pence,"RT @GovPenceIN: The WinField Crop Adventure is another innovative, state-of-the-art addition to @fairoaksfarms https://t.co/Z8qbCGvE6L"
TheDemocrats,We can be better. https://t.co/BxMeBdvczr
TheDemocrats,RT @DWStweets: Trump’s openness to special identifications for Muslim Americans is not worthy of who we are as Americans. More: https://t.c…
TheDemocrats,RT @DNCWomen: Hillary Clinton is the single most qualified person to ever run for president. Being a woman is just a bonus: https://t.co/8o…
GOP,"Something else @HillaryClinton chose to delete, this time out of her book https://t.co/N6XDsZkCK7 https://t.co/MhNgFYcYNV"
HillaryClinton,"The 2008 crash caused millions of Americans to lose their jobs and homes.

In 2006, Trump rooted for it to happen. https://t.co/tnngHNVqoL"
timkaine,I'm proud to cosponsor the ACCTION Act because it recognizes American innovation &amp; tech can reduce carbon pollution http://t.co/dEa7hjCHDq
GOP,Less government and less regulation = more opportunity and more growth #GOPDebate https://t.co/jNiGnMZiyQ
mike_pence,"RT @GovPenceIN: Last year, Indiana set a new record for private sector employment. We saw businesses invest in a record level of total deal…"
realDonaldTrump,Thanks! https://t.co/5jiSyvQiNj
realDonaldTrump,I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!
timkaine,Mrs. Mildred Pretzer showed me some great photos of her Women’s Army Corps officer graduation 70yrs… http://t.co/WgxBWTohJm
GOP,"When government picks winners and losers, we lose 👎 #GOPDebate https://t.co/HMaEPp5KU2"
realDonaldTrump,"""@jsconlon11:  @BertShad @Foxnews @megynkelly I tried to give them a shot tonight, but they have the whole anti Trump cheerleading team."""
realDonaldTrump,"Thank you! #VoteTrump
https://t.co/g7eeySMUdl"
HillaryClinton,"Trump gets criticized by a Latino judge: calls him a ""disgrace.""
A Muslim family: he lashes out.
A black pastor: https://t.co/3JbmFsM6RH"
GOP,Welcome the candidates to the #GOPDebate stage! https://t.co/Mc6k74mDq0
realDonaldTrump,"Join me! #Trump2016

6/10: Richmond
https://t.co/I2CJSqAlyl

6/11: Tampa
https://t.co/6jk33orxXG

6/11: Pittsburgh
https://t.co/bwgL1ZXtC7"
mike_pence,RT @GovPenceIN: Had a great time helping out on one of the 5 volunteer projects going on today at Watkins Park #DayofService https://t.co/4…
GOP,Public opinion has turned against Democrats on the issue of gun control. https://t.co/rb2FenKFGK
realDonaldTrump,In all of television- the only one who said anything bad about last nights landslide victory-- was dopey @KarlRove. He should be fired!
HillaryClinton,"We need to raise the minimum wage, lift millions of families out of poverty, and make the economy work for everyone. https://t.co/FC5Cg6qRMI"
GOP,"@alex_kay7, check it out! Your Old Crow Medicine Show song pick made the #LeadRight2016 playlist: https://t.co/XKfTBrxpxW"
GOP,"Emails show Clinton made tending to wealthy supporters a top ""priority"" while she ran the State Dept. https://t.co/aIJt3zVSt6"
mike_pence,"RT @GovPenceIN: (2/2) ...these addl funds will help ensure Hoosier schools have resource officers to provide onsite security, quickly respo…"
realDonaldTrump,"RT @foxandfriends: ""Jeb is a weak guy."" @EricTrump
https://t.co/w8YuC5bApY"
HillaryClinton,"We need ideas, not insults. Plans, not paranoia.

We can’t let @POTUS's legacy fall into the hands of someone who doesn’t understand that."
HillaryClinton,"RT @TheBriefing2016: We can't afford a Trump presidency. This video will show you why. 

https://t.co/llO6ROwFuA"
timkaine,Met w/Ellyn &amp; Mark Miller today to discuss importance of funding pediatric disease research at NIH @smashingwalnuts http://t.co/0QVCmR6kdD
timkaine,Los EEUU y aliados debemos establecer mínimo una zona humanitaria segura para proteger aquellos huyendo de la brutalidad de Assad en Siria
TheDemocrats,"Thank you, Senator Reid. #DemsInPhilly https://t.co/biQAEBfxvB"
realDonaldTrump,"""@93101Dianne @realDonaldTrump if you can do that well in Iowa then I see you acing it in all other significant states. Momentum is growing"""
TheDemocrats,"✅ 97% of climate scientists 🌍
✅ Most Americans 🙋
✅ Both Democrats running for president 🇺🇸
Know climate change is real.
#univisiondebate"
timkaine,.@CDCgov is prepared to respond to potential Ebola threat in US. Click here for info &amp; facts http://t.co/3ARQO8qvdR http://t.co/s6CjBK7Thx
GOP,The American people should decide who chooses the next SCOTUS Justice. Sign if you agree: https://t.co/Hl59LmwAgW https://t.co/GahyvtBRcj
mike_pence,RT @VisitIndiana: Congratulations @VisitWabashCo on winning #smallbusinessrevolution and the $500K Main Street makeover! Thanks to all who…
HillaryClinton,"Gun violence and hate aren't isolated—homophobia in Orlando, racism in Charleston. We need to fight them together. https://t.co/HcBJzknBz7"
timkaine,Congrats to the female enlisted sailors who were selected as the first to train for active duty aboard a @USNavy sub http://t.co/FA5IgJu8xz
TheDemocrats,"✓Blue Supreme Court in PA 
✓Dem mayors in Philly and beyond 
✓Dem AG and SoS in KY 
✓Dem AG in MS 
#ElectionDay https://t.co/nPxNOCocih"
realDonaldTrump,"""@Crusade4Honesty:  @BornToBeGOP @megynkelly  Megan can not contain her bias, it's in every show, Fox owners Saudi Prince agnstT"""
mike_pence,RT @GovPenceIN: Today I signed an Executive Order authorizing arming of @INGuardsman at state facilities/ recruiting offices: http://t.co/9…
mike_pence,RT @GovPenceIN: The great contribution of Hoosier agriculture resides in the character of the Indiana farmer https://t.co/fP9f4P63G8
realDonaldTrump,I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!
TheDemocrats,"Kasich touts the importance of education, but his first budget cut $950 million from K-12 &amp; higher ed #MSNBCTownHall https://t.co/S7XtoH06Ae"
realDonaldTrump,Thank you New Hampshire! #MakeAmericaGreatAgain #FITN https://t.co/4EFJbQxJGW
mike_pence,"Happy #CarbDay, Hoosiers! Check out @HolcombForIN's editorial: ""Keeping the pedal to the metal""  https://t.co/6VrdOk2OPE"
realDonaldTrump,"Check it out - 2nd video on Lying Crooked Hillary is now online! Watch it here: 
https://t.co/5mtwkOvQnd 
#CrookedHillary #Trump2016"
TheDemocrats,RT this — Don't let Donald Trump get away with saying he was against the Iraq War.  #NBCNewsForum https://t.co/QpiN0rW3Sw
timkaine,So proud of @MarkHerringVA's accomplishments – we’re lucky to have him as AG &amp; I'll work to make sure he can continue his strong leadership
timkaine,This bill provides much-needed care to thousands of individuals who are currently ill or at-risk of becoming ill because of the 9/11 attacks
HillaryClinton,Donald Trump proves every day that he’s not in it for the American people—he’s in it only for himself. https://t.co/XIazcLSRQw
timkaine,Watching the elite women's road race in Richmond! @uci_cycling #Richmond2015 http://t.co/uq4ouvqvMU
HillaryClinton,What can we do to fight the Zika threat? Hillary answers on @Quora: https://t.co/VrPhfFKxRI
mike_pence,"RT @GovPenceIN: Last year alone, we invested $1 billion in infrastructure in about 400 projects @93wibc"
realDonaldTrump,RT @namusca: #VoteTrump2016 a real leader that truly cares about America &amp; our values. He wants to bring prosperity back 2 USA https://t.co…
GOP,Retweet &amp; Sign if you're one of them. http://t.co/5jyH1gZ2Hl Hillary can't be trusted. http://t.co/Pw5I8fNer4
timkaine,"By making Pell Grants more accessible to students seeking technical skills-training credentials, we can help fill regional workforce needs"
HillaryClinton,"It's wrong when Latinos are 17% of our population and hold only 2% of its wealth.

We've got to connect more Latinos with good jobs."
timkaine,World champions! Congrats to the #USWNT on such an exciting World Cup victory #TEAMUSA #SheBelieves
HillaryClinton,"RT @ChadHGriffin: LGBTQ people are Muslims, Jewish, black, Latino, women, immigrants. @realDonaldTrump's divisive rhetoric is wrong. Today…"
HillaryClinton,We need to make sure every American has high-speed internet access. And we will: https://t.co/jAszaFw1t3 https://t.co/fPOueqdTba
timkaine,Warm wishes to all the supermoms out there (like mine and Anne!) Happy Mother's Day!
mike_pence,RT @GovPenceIN: Breaking ground on phase 1 of transportation corridor linking River Ridge commerce cntr &amp; the Port of IN-Jville http://t.co…
realDonaldTrump,"TONIGHT! NORTH CAROLINA:
https://t.co/UolRS3aT6W

WEDNESDAY! GEORGIA:
https://t.co/1JJ2Kn0ani

SATURDAY! NEVADA:
https://t.co/x3w1PHtLXP"
mike_pence,"RT @GovPenceIN: With SEA200, HEA1003 enactment, we're delivering on our promise to protect Hoosier teachers, schools during transition to r…"
HillaryClinton,"RT @mayaharris_: #DemPlatform says Americans should earn at least $15 an hour, citing NY’s min wage law &amp; calling for raising &amp; indexing fe…"
